id,sentence1,label
11293,@user Oh my god🤮🤮🤮🤮,not-offensive
11294,@user I had to look up who he was. A Bush-Cheney guy. GOP have some strange conservatives.,not-offensive
11295,@user @user I want to see this corrupt bitch in Gitmo for her birthday,offensive
11296,@user Pray for Judge Kavanaugh and his family. #MAGA #Kavanaugh #KavanaughConfirmation #KavanaughConfirmationHearings,not-offensive
11297,@user @user what a baby!,not-offensive
11298,@user @user Mine too! BBCAN2 was a top tier bb season,not-offensive
11299,@user Nice hat😂  Hey #Liberals and #Democrats  @user is living Rent Free in y'all's heads...  like McDonald's  #ImLovingIt   Sweet Revenge Has Never Tasted So Good  #MAGA #WalkAway,offensive
11300,@user @user @user Fuck yes ride it baby!,offensive
11301,@user @user @user @user How about trump sending out memes while he is president of him bashing Hilary with a folding chair,not-offensive
11302,"1/5 Several women MPs key in 1990s gun control debate in Canada. Min of Justice @user did heavy lifting for @user In introducing 1991 gun law she said Gun control works. It is probably the oldest and most effective form of crime prevention law..."""" #cdnpoli #cdnhist",offensive
11303,@user everyone please vote for Vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her,not-offensive
11304,@user @user @user @user She is weak and this is her excuse to use her vote pro Kavanaugh,not-offensive
11305,@user Hi sexy,offensive
11306,@user When will people support Gun control? That's more important. Don't you care about humans life? No,not-offensive
11307,@user @user Do you hate him that much. He is OUR President.,offensive
11308,@user I love my wife Hannah ♥😊♥😊❤😊♥♡😍,not-offensive
11309,@user in the fake national emergency that was created by conservatives for their nwo bullshit,offensive
11310,(Verge of collapse)The breaking of a wave cannot explain the whole sea.🤔I move too fast and break things. But i have always told myself Unless you are breaking…,not-offensive
11311,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Exactly!,not-offensive
11312,@user @user @user @user You liberals are so “ nice” and “ caring”,not-offensive
11313,@user She is right.  Liberals do not listen.  It doesn’t matter what the taxpayer wants Trudeau does not listen.  Maybe to Islam but nothing else,not-offensive
11314,just love this meme is all  a lil levity for a heavy day of cognitive dissonance  #QAnon #MAGA #Trump #WWG1WGA #GreatAwakening #pray,not-offensive
11315,16 grade school children shot dead in Washington with 9mm Beretta. The NRA blames gun control laws.,not-offensive
11316,Another fucking Pittsburgh Nazi. Philly Antifa is naming names and it’s glorious.,offensive
11317,@user He is too lazy. Just slouches over and waits for the defender to come to him. Bum,offensive
11318,@user I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.,offensive
11319,@user The truth will finally get out to Congress and the American people!  That the Dems are trying to take out a duly elected President.  They're running scared. #schiffhead #MAGA,not-offensive
11320,@user Tbh I only started recently but the only thing I don't like about mineta is how whiny he is,not-offensive
11321,@user @user @user @user @user @user @user True. But are all school shootings and accidents with toddlers done by bad criminals who would know how to get a gun? Highly doubt it. These are spontaneous acts/accidents that would be dramatically reduced by gun control.,not-offensive
11322,5/5 Canada has regulated firearms since the last quarter of the 19th century. Those laws have probably contributed to Canada having only 1% as many handguns in circulation as in the US.,not-offensive
11323,"@user @user @user But what makes you think they are liberals?  There is nothing liberal about any of that.  These people spent the '90s insulting liberals, publicly humiliating black activists, and openly attacking the New Deal.  Where is the liberal"""" part?  They passed GOP policies!""""",offensive
11324,@user @user @user @user @user @user Yes he is,not-offensive
11325,@user Bruh there were a few times i dropped it and kicked it back up wit my feet and caught it. Now if that aint some G ass shit😂😂,offensive
11326,@user What will German’s will give us? Gun control ?,offensive
11327,@user It’s off of Santa Clarita 9on Netflix it’s funny as fuck!,offensive
11328,@user @user @user Wasn't the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go,not-offensive
11329,@user She is the size of a stadium,offensive
11330,@user Americans need to realize they rape and kill easily because of their environment. We absolutely have to close our Borders until proper vetting is implemented.,offensive
11331,"#GoodRead: A Brief History of Repressive Regimes and Their Gun Laws. With the wrong political actors in power, yesterday's 'common-sense' gun control could be tomorrow's vehicle for gun confiscation."""" If we lose #2A, we surrender our freedom—period. @user",not-offensive
11332,@user Thanks for spreading Joe Biden’s words...he is a great American that I respect very much.,not-offensive
11333,@user @user Of course he will not. He is a strong supporter of ANTIFA and BLM.,not-offensive
11334,@user Exactly so shut up,offensive
11335,@user @user Check the antifa registration.  Some of her coworkers are there.,not-offensive
11336,@user @user Sending commiserations to you for those Cardinal losses with this brioche cinnamon roll picture.,offensive
11337,@user Got something to hide Eric?,not-offensive
11338,@user @user Gun control is not the answer.,not-offensive
11339,@user @user You are just another liberal pawn used by the democrats in an attempt to derail Kavanaugh’s confirmation. I don’t believe a word of it. You and your liberal friends are an enemy of the state. Just leave America. We will be better off without people like you. 🚫Liberals,offensive
11340,@user Eric Holder should be tried for treason #EricHolderCrimes#,not-offensive
11341,@user @user Be safe you fucker,offensive
11342,@user Its not like your not sharing the water! Un fucking real. 😡,offensive
11343,@user This will be settled and will never see a jury. We will never know the truth. Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her. Either way I doubt we will ever know the complete truth.,offensive
11344,@user that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,offensive
11345,@user @user Liberals always play victim.,not-offensive
11346,"@user @user WTF @user &amp; @user seriously... what manner of bigoted platforms are you running that label an exhortation for children, black or other, to Stay In School""""?  #JackDorseyIsAbigot  #MAGA #KAG""""",offensive
11347,@user @user YOU should be FIRED... You are dead to the public for your FAKE NEWS Why don't you show him approaching the crowd? Scared ... If you can't stand the fire Get Out of the Kitchen....,offensive
11348,"...If we claim to be without sin, we deceive ourselves and the truth is not in us. If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness. (1 John 1:5-9)""""",not-offensive
11349,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user This lady is a grade A idiot or a complete and total liar.  I have called her on most of her bullshit. Anyone with half a brain knows what she is spewing is crap.,offensive
11350,@user @user @user I know. Why should they? #EnglishConservatism,not-offensive
11351,#MAGA   Sing like no one is listening  Love like you've never been hurt  Vote GOP when no one is watching  And don't listen to Liberals' dirt,not-offensive
11352,@user @user @user @user if you are really concerned about anti-semitism in our society why have you both not condemned both The Tory Party &amp; The Lib Dems for not yet adopting the IHRA? @user @user @user @user,not-offensive
11353,@user Im pretty sure she would be a better president at 13 than he is now,not-offensive
11354,@user Conservatives celebrate as their third choice for opposition leader uses the word failure for the one millionth time.,not-offensive
11355,@user Who would buy a book written by such a total classless Porn star! I’ll tell you who Democrats and liberals,offensive
11356,"@user @user @user I can't watch CNN anymore because the conservative pundits they have on are just partisan hacks.  I get CNN wants balance"""" but the conservatives that defend the indefensible are too much.""""",not-offensive
11357,@user Hmmm...they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive?  Shocking!,offensive
11358,@user This is Gun Control!,offensive
11359,@user all conservatives are bad people,not-offensive
11360,4 UK/US DEEPSTATE NUKES INTERCEPTED HEADING FOR US CITIES. #skynews #skypapers #bbcdp #lbc #lbclive #talkradio @user @user #altnews #brexit #remain #london #cityoflondon #news #breakingnews #uknews #labour #tories #trump #toryparty #ukip #conservatives #christians #qanon,not-offensive
11361,@user @user @user @user So why are we focused on getting illegal immigrants out of the country more than we are worried about fixing the loopholes in gun control?,not-offensive
11362,@user But but but ..... But like her music sucks!,offensive
11363,@user I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸,offensive
11364,@user has been nominated for Still A Mum Awards. Kindly vote for her here...  She is our super host on #GaniKaliNaAisha @user,not-offensive
11365,@user Wow you really think this works I am going to tell my wife she is going to hell lol,offensive
11366,@user @user Everything in order other than the claim that the Conservatives are the party of business.,not-offensive
11367,@user @user Dangerous to liberals for sure open the flood gates!,not-offensive
11368,@user @user #maga = Many Are Getting Arrested,not-offensive
11369,@user @user @user @user Also Jaclyn is either crazy stupid or she is straight up lying to people about the Morphe return policy. That is also deceptive and predatory,offensive
11370,@user @user @user You mean like the Democrats do to push their gun control agenda?,not-offensive
11371,19 professors and students murdered in Connecticut with .223 Bushmaster XM15-E2S rifle. The NRA blames gun control laws.,offensive
11372,@user @user @user Now what are you ?? A Liberal ?? Intellectual ?? You are nothing but a Bigot. Shamelessness at its peak.,offensive
11373,.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA,offensive
11374,@user Holy shit he's a prophet,not-offensive
11375,@user @user I stand corrected! Guess the only memorable thing about her to me is how hateful she is lmfao.,not-offensive
11376,@user Well sure she would lend her support to the lying heifer making the false accusations. She has no more intelligence than the rest of the liberals acting out sombody!,offensive
11377,@user @user Ending the horrible trade imbalance burden from Obama/BushII/Clinton/BushI results in an $800B/year boon to the USA economy!  This is what you fail to mention.  Trump-o-nomics = MAGA  [You should try to listen to Trump more closely so you can learn.],not-offensive
11378,@user What a joke.,not-offensive
11379,@user I’m 1001 you ass,offensive
11380,@user @user if you speak Spanish? MS-13  Muslim? terrorist  black person? should've complied   hold a dissenting opinion? emotional  snowflake  Gun control? Nazi  Republican putting people in internment camps? PATRIOT  Think you leave your human rights at the boarder? PATRIOT  I'm tired,offensive
11381,@user @user Them dreads be dry asfuck my dude,not-offensive
11382,@user You like players based on where they line up on offense?   Of course we used him as a returner and receiver der that’s what he is... and yes indeed he lined up at RB I’m glad that made you a fan of his   I’m sorry you expect everyone who responds to you to agree,not-offensive
11383,".@USER asks @user to respond to criticism that the Liberals only care about anglophones when it's time to get their votes. Couillard says that's not the case: I think people know my sincerity on these matters."""" #Quebec2018""""",not-offensive
11384,@user you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,offensive
11385,@user Isn’t the coalition for gun control headed up by the lady who was turned down for a job because she was a bully?,offensive
11386,@user As he jumps into his private plane to fly off into the sunset,not-offensive
11387,#Quebec #election: #Liberals promise more #money to buy #electric cars,not-offensive
11388,@user Character assassinations are a survival technique for liberals,not-offensive
11389,@user @user @user @user You are asking the right questions😂,not-offensive
11390,@user Just because some flaky pink hat wearing woman says so? Try again. Where’s the police records and the like. Tired of liberals thinking they can lie to ruin someone’s life because they don’t like Trump,offensive
11391,@user @user @user Hahah can you ask her do the same with other books bible or quran??? Then you will see.. May be she is part of urban naxal,not-offensive
11392,@user Congratz @user you are going to make a GREAT mom!,not-offensive
11393,@user please come back! You are missed on the field!!!! Annnnnnnnnnnnnd I love you too💙 #AlwaysACowboy #NFLSunday #CowboysNation #DEZBRYANT #88,not-offensive
11394,@user you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you,offensive
11395,@user You are my hero!!,not-offensive
11396,@user Only Trump could get Liberals to scream bloody hell at open transparency.,offensive
11397,@user @user I rode once in 2013 with Rebecca and she is so nice and such an Athlete 🚵‍♀️💪🏻.,not-offensive
11398,@user @user @user @user @user @user @user @user @user @user @user @user @user @user Absolutely.,not-offensive
11399,@user @user Best Remedy = #BING !!  AND...#NeverVoteDemocRAT N E V E R!!  ** #MAGA2018 **,not-offensive
11400,@user @user @user @user Libertarian: weed smoking conservatives who let women make their own choices. Hmmm sounds good to me. Almost a modern take on an aging Conservative party.,not-offensive
11401,"@user @user @user I also grew up in California.  Doesn't matter where you are from.  And just because you've heard worse"""" doesn't mean jack.  The president of the united states should not brag about that.  Nor about watching beauty pageant contestants change.""""",not-offensive
11402,@user Yes Melania is wearing her I DON'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS. HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW. We did a marvelous job in PR many went without electricity for 6 months but it's cool.,not-offensive
11403,@user A disaster waiting to happen.,not-offensive
11404,@user @user is mentally disturbed,offensive
11405,@user @user @user @user I am suggesting ways for our Climate Barbie to lead by example. Something liberals don't know how to do. 5 ethic code violations will prove that.,not-offensive
11406,@user This is the democrat party in the throws of panic. They want violence so Trumps America is not quite so successful.  I suggest to all the little antifa kids out there..do not do it. It will be regrettable.. immediately.,not-offensive
11407,@user @user Mazzone has convinced him he can play in the NFL if he does as he is told and acts like a good little pocket passer,not-offensive
11408,#Danish Party that wants to deport #Muslims that are on #Welfare growing fast.  Why oh why #Conservatives in the #UK don't focus on this I'll never know.  #MBGA,not-offensive
11409,@user @user thank you for the consideration.....be careful it might be you !!!!,not-offensive
11410,@user @user The realm of the imaginary can be quite powerful too,not-offensive
11411,@user @user This guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi  they trusted him and most of them died,offensive
11412,@user @user Sareena was wrong to behave like this. That is not racist just truth. I do not want my children watching this behavior.,offensive
11413,@user @user @user @user @user @user @user @user @user @user He is an angry puppet who is trying to pretend that teaching children acceptance of others and tolerance is somehow political and wrong. That's just how hate filled he and his party are. That's the real politicizing. NOT teaching kids gay people exist. Party of lies.,not-offensive
11414,@user @user She is a junior and has better priorities than a lot of adults,not-offensive
11415,@user @user @user @user @user All Vince Cable has to show for getting into bed with the Tories is a ridiculous Knighthood.,offensive
11416,@user What she is proven??? Lies???,offensive
11417,@user @user GUN CONTROL SUPPORT IS HIS DOWNFALL.,not-offensive
11418,@user @user Looks like @user and liberals have already found him guilty like usual before anything has started. She is apart of the resistance and me-too movement. They have pics of her at marches with her pink hat. How much was she payed to play her part?,not-offensive
11419,@user Yes she is,not-offensive
11420,@user r/India is exclusively dominated by liberals. I feel better on r/hinduism and r/religion ;),not-offensive
11421,@user @user @user Are you feeling okay? Because you are coming across as slightly hysterical.,not-offensive
11422,@user @user So take him to court,not-offensive
11423,@user Pop QUIZ #MAGA  The New Antifa #Democrats Party are:,not-offensive
11424,@user @user Markey issued a tweet then back to his nap. She can not think or react on the fly. She is a poor leader. No word from Baker yet.,not-offensive
11425,@user 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 THAT SUMS UP THE STATE OF LIBERALS,not-offensive
11426,@user @user @user @user @user @user Gun violence is low except in Democrat controlled cities w/ strict gun control policies where criminals are armed and citizens are not.,not-offensive
11427,@user Ever see when someone Is stuck in quicksand and gets the brilliant idea to reach down and pull their feet out... = ESPN,not-offensive
11428,@user This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!,offensive
11429,14. On stan twitter i texted Steph this morning abt the Thing I just love how nice and kind she is she deserves the world,not-offensive
11430,@user @user @user ... those are conservative values? Last time I checked those were more descriptive of liberals than conservatives,not-offensive
11431,"@user That guy has a legit case. Trump ain't fuck up the sexual orientation laws yet so dude needs to take them to court. And I say that as someone who describes themselves as I'm Not One of Those 'I'ma Sue!' People"""".""""",offensive
11432,@user I love it that the wet liberals are so frightened by the US. And yet are so keen to deal with the non-democracy that is Europe.,offensive
11433,@user Get that shit off my phone Bono - I’ll never forgive you,offensive
11434,"@user No prison time for you. You're going to get McCain-ed""""   😂🤣😂            #DeathPenalty  #Treason  #Pedogate #MAGA #QAnon""""",offensive
11435,@user i had a man tell me their body count was 40+ but refused to be with a woman who had more than 5. what the FUCK.,offensive
11436,@user Body cams with a long battery life on your children when left with strangers.,not-offensive
11437,@user @user @user @user @user @user @user @user @user @user that is about the saddest existence I have ever been privy to reading. Sucks to be you man,offensive
11438,@user YOUR TRASH!!!!!!!! But she would have been  A great coach if you wouldn't listen to zodiac....... But you are sagittarius you hate to be told what you can or cannot do......... Like the coach from Michigan wolverines hshshahhsjjjsjsjs....... You keep PRAYING  now you hear.,offensive
11439,..@USER @user 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA,offensive
11440,@user She is stunning!,not-offensive
11441,@user oh no you guys dont censor the right at all...fucking hypocrites,offensive
11442,@user @user I'm glad you are doing something fun!,not-offensive
11443,"@user @user @user Nice. That is so true. No life trump haters. Funny thing is trump done everything good for Americans and America yet these anti Americans put trump down! Amazing that people act like Trumps the bad guy! EVIL is the liberal  democrats &amp; the band of haters.. Antifa"""" """"blue wave""""""""",offensive
11444,@user He is totally bluffing...,offensive
11445,@user you are welcome to join us in our Slack room for the community gardening.,not-offensive
11446,@user looks like antifa,not-offensive
11447,@user LOL. What’s failing miserably is this 11th hour ambush by the liberals. Every minute #ChristinaBlaseyFord refuses to commit to appearing she and people like you lose credibility. I love it!! 😂😂 #tcot #p2,offensive
11448,"@user Please don't confuse Liberal"""" with """"progressive"""".   We are all liberals at heart. We don't force our beliefs on others.   The same cannot be said for lefty progressives.""""",not-offensive
11449,@user @user It's a trap. Conservatives know as soon as they go public they're on the termination list.,offensive
11450,:( She is very evil.,offensive
11451,@user Since Lebron eat ass I guess I have to now,offensive
11452,@user @user @user @user @user @user @user @user @user @user @user @user @user Exactly! The pure hatred has blinded them. I've never seen mobs of people on here all go nuts.Makes you realize that self awareness is crucial right now locally if its like that on here honestly. I stay focused &amp; will be like that more so now. Doing an absentee ballot too,not-offensive
11453,@user Same with the gun control debate. No it won’t keep guns away from every criminal but it can make things better. It won’t prevent every mass shooting but it may prevent those crazy people from buying a gun in the first place.,not-offensive
11454,@user Nhs is only the way it is because we have a over populated country  Conservatives have privertised were nhs buys from,not-offensive
11455,@user @user @user @user DaveB the most boring man to have ever graced SIMB. Thank fuck he was run off the BORED,offensive
11456,@user //xD Well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!,offensive
11457,@user God he is so easy to play it's embarrassing,not-offensive
11458,...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain...,offensive
11459,@user If just a veiled accusation can derail it will never stop #resist #antifa and @user fingerprints all over this,not-offensive
11460,Happy #ConstitutionDay may this day trigger millions of liberals since they don’t believe in the Constitution! #Maga,not-offensive
11461,@user So you are saying they should not count on him to keep the streak alive?,not-offensive
11462,@user Did you even READ this article?  No one is suggesting Trump made this claim. And there are several links to good deeds he IS credited with.,not-offensive
11463,@user Guys ugly and unhinged.,offensive
11464,#RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?!,not-offensive
11465,@user @user Nearly made me contribute to Antifa and join Facebook. Nearly.,not-offensive
11466,@user @user I understand the logic of all that. But the person living there will also know the background of who the mother is and why she is there to honor her daughter on that day. It escalated quickly and now the mom is dead. So unnecessary,not-offensive
11467,@user @user that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes,offensive
11468,@user Her eyes look “cockeyed” to me.,not-offensive
11469,@user Stay safe you are an inspiration to me. And practice those kung fu skills if they ever show up again :),not-offensive
11470,@user @user Two  people ran for President one bought and paid  for her nomination. The American people decided to elect President Trump. You and I should be embarrassed by the Democrats and liberals and left then President Trump. I have to question your morals and judgment.,not-offensive
11471,@user @user    Let me give you something your wife can't :P Cum join me live now x,not-offensive
11472,@user It amazes me how much in synch you are with the man who commuted your prison sentence.  It's no wonder that you like each other.,not-offensive
11473,EVERYBODY❤️🌝 ROY🎸AYERS-‘76🎷 @user @user @user @user #MAGA #Trump #USA @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,not-offensive
11474,@user @user @user They won’t be the last. Ford supports them and Levi’s has come out for gun control. Corporate America is going to take our country back.,not-offensive
11475,@user I feel pretty fucked then cuz I started out fine,offensive
11476,@user @user SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER,offensive
11477,@user @user Maybe he is a Baker by day.....and sleep at night cuz have to wake up early to open the bakery.....,not-offensive
11478,@user @user @user @user @user Antifa- haha it’s not exactly a big movement but ok.,not-offensive
11479,@user Ask Kerry about Benghazi...its a subject he lies with much more authority on.,not-offensive
11480,@user and why do all the issues about Pc only focus on liberals What about conservatives on kneeling on fake patriotism Or Republicans freaking out over an abortion,offensive
11481,@user @user @user @user @user It'll be the lack of a range of good olive oil that will cause my mayhem,not-offensive
11482,@user The reason I give Aguearo a slight edge above Kane is because he is more creative. They're both clinical finishers don't het me wrong.,not-offensive
11483,@user @user He is not wrong...,not-offensive
11484,@user tbh it catchy as fuck tho,not-offensive
11485,@user I didn't know football teams had private prisons. Thank you for providing this insight for me. Hopefully when he is released he will realize what he has done wrong and not do it again.,not-offensive
11486,@user @user Why??? He did Absolutely Nothing wrong. He is the victim and she is the perpetrator!!!,not-offensive
11487,@user @user Their cars are great but China demand has just reduced a lot when they expected it to increase. There's your answer right there. MAGA,not-offensive
11488,@user You are a disgrace go home you are not the President anymore. You are breaking tradition of the former President stepping aside. This is no longer Obama’s country this country belongs to We The People not your sheeple #MAGA @user,offensive
11489,@user @user @user Even Chris Evert said that people normally wise up and stop after the first warning or their second warning. Serena kept going. It sucks it ended the way it did but if you keep arguing and making comments after a second warning then what was she expecting?,offensive
11490,@user Thanks for the follow! The days of cybersecurity brand reputation marketing have just begun. And you are now a part of it!,not-offensive
11491,@user @user @user @user There are no timely responses in rap beef LMAOOOOOO Nas took THREE MONTHS to respond to Jay and he bodied him. Em always takes a month or more. Where did y'all get this timely response shit?,offensive
11492,@user As clear as the mud UKGov are dumping off Swansea. Corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. Westminster politics &amp; government have degenerated so much its no longer fit for purpose.,offensive
11493,@user Can somebody get a cry room for her?,not-offensive
11494,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user It really pisses them off 🤗,not-offensive
11495,@user Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.,not-offensive
11496,@user He is one crazy  person,offensive
11497,@user @user Oh noes! Tough shit.,offensive
11498,@user @user Or we can go @user 's route and NOT believe any accusations levied against conservative because conservatives are such saints.,not-offensive
11499,@user @user “Gun control saves lives”.  🙄,not-offensive
11500,@user Ask your friends over at @user,not-offensive
11501,@user @user Can't do that. BLM and Antifa morons will start looting,not-offensive
11502,@user Or buy a gun &amp; open carry to exert coercive control over an entire town. The open carry demonstrator who eventually stalked me absolutely had this dynamic. I wrote about it for @user,not-offensive
11503,@user I've said that many times. Liberals and Conservatives are two sides of the same coin and that coin is in the back pocket of the wealthy Canadians.,offensive
11504,@user she’s just jealous of how cute you are with your scrunchie &amp; crocs!!! wear them proudly sweet pea!! 💓💕,not-offensive
11505,@user She is a true idiot!! Really scary people will vote her to DC in November!!!,offensive
11506,@user Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.,offensive
11507,"@user @user These gun control scientists"""" are a disgrace. They should have their license to publish revoked. 😒""""",offensive
11508,@user NESN thinks he is the favorite for the cy young. Nope.,not-offensive
11509,@user he is small  and he needs someone BIG to clear the beach for him,not-offensive
11510,"#politicsLive Unfortunately the @user are still discussing what it"""" is! Wasted 2 years so far! Perhaps because the idea is not viable? #JustAThought",not-offensive
11511,@user She is 100% lying. But you don’t understand the mind of a leftwing nutjob liberal. They are a cult. Money means nothing to them. It’s stopping trump by any means,offensive
11512,@user @user You are so right,not-offensive
11513,@user Bono loves and embraces fugitive Roman Polanski.  That's the kind of guy he and his mates are.,not-offensive
11514,"@user @user @user @user I have indeed.A watered down needy statement. Not the robust condemnation in no equivocal terms one would expect. It begins with We note with disappointment..."""" Such a diluted response suggests one thing: fear of the #Tories who clearly show no gratitude for your help &amp; support.""""",not-offensive
11515,@user @user @user Yep. I was at Yale law school as well..  He also mentioned at one point that he could pee his name in the snow and that groping someone against their will while holding them down and choking them was “boys being boys”. NBD. #MoronsAreGoverningAmerica #MAGA #Kavanaugh,offensive
11516,@user @user @user @user @user @user @user @user You know you're a racist monkey huh?  I'm sure you know what you are a piece of trash.  I never hear these pieces of horse shit speak the truth only their racist lies.  Bitch boy it's ABOUT THE RACIST COPS KILLING UNARMED BLACK AND BROWN PEOPLE!!  THAT'S THE FACT.  ASS CLOWN!!,offensive
11517,@user She is sexy without even trying.,not-offensive
11518,.@USER offers a different view on why liberals outnumber conservatives at universities:,not-offensive
11519,@user Why cant ISIS blow up these two assholes??,offensive
11520,@user Amazing how Dems don’t feel they owe it to unborn generations to keep ILLEGALS out!!,offensive
11521,@user Didn’t the President already make an offer that was refused?,not-offensive
11522,@user Christianity is against abortion. It considers abortion as murder. Chelsea doesn’t under Christianity &amp; probably doesn’t even go to church.,not-offensive
11523,@user What a cool guy he is,not-offensive
11524,@user Funny how he thinks he is soooo important...not...😂,not-offensive
11525,@user @user Oh I do dream big. I always do. #MAGA And name calling is pretty lame. 🙄 #tcot #p2,not-offensive
11526,@user These headlines. You are on really dangerous ground for a publicly funded company. Who do you think you are?,not-offensive
11527,@user What wrong in criticising Muslims seeing as they do it the British people and get away with while we brits get labelled “racist and fascism” blame it on the liberals for letting it happen.,not-offensive
11528,@user Does these idiots actually listen to what they say? @user Sucks!,offensive
11529,@user Hope Gutierrez doesn’t think this will help his blue wave in the November midterms for the democrats... by the way did Gutierrez take time out last month to honor Roberto Clemente on his birthday? Remember him Gutierrez?,not-offensive
11530,@user @user @user @user @user @user &gt;comparing Antifa weaklings to WWII soldiers,offensive
11531,@user He is most impressive at corruption and lies.,offensive
11532,@user what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives,offensive
11533,@user Fukushima-Daiichi wasn't a hurricane. You are comparing apples &amp; orangutans.,not-offensive
11534,16 postal workers slaughtered in Oklahoma with 12-gauge Winchester 1300 pump-action shotgun. The NRA calls gun control research 'unethical'.,not-offensive
11535,@user The president’s feelings are totally opposite of CNN’s feelings. So what does that say about CNN? They’re all liberals.,not-offensive
11536,@user fuck im wired,offensive
11537,@user @user @user @user @user @user @user AK how can you fight antifa when one of the major figureheads was and likely still is YAN?,not-offensive
11538,@user @user She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance.,offensive
11539,@user @user Thank G-d that he is gone for now &amp; hopefully for GOOD!,not-offensive
11540,@user When do you post on conservatives declaring Ford a liar without evidence?,offensive
11541,@user @user @user @user I get it the socialist isn't at fault for dressing above her constituents?  But she wanted to look as wealthy as she is?  She grew up rich...,not-offensive
11542,@user Oh my goodness she is so precious! Babies make everything better! Thank you for sharing 💕,not-offensive
11543,@user @user You will be sadly disappointed as they conservatives are also marxists...they now control a police state.........ONLY UKIP WILL SET THE COUNTRY FREE,offensive
11544,@user Conservatives are 1000x funnier than Liberals.,not-offensive
11545,@user BS still boycotting NFL.,not-offensive
11546,@user @user Lol another illegal Antifa girl,offensive
11547,@user @user You are the deep state.,not-offensive
11548,@user about as high as he is,not-offensive
11549,@user That's because there are very few conservatives in Congress. They only run as conservatives. They govern as liberals.,not-offensive
11550,"@user I dont think it was her race or looks. Biden and liberals were put on strategic defensive by CT's claim that he was being electronically lynched. He played the race card and liberals folded like cheap suits. GOPers now just do not care.""""",not-offensive
11551,@user @user @user @user @user @user @user @user He IS GOING PLACES!!!!,not-offensive
11552,@user @user When the abuser projects... Look in the mirror Mark - you are crazy &amp; angry.,offensive
11553,"@user @user @user @user @user I remember back when there was the big sit in"""" by the Democrats. They tried to push through 4 gun control laws. Republicans responded by putting forth 4 of Their Own. Democrats voted against everything Republicans put forward. Instead of accepting compromise, they voted against""""",not-offensive
11554,And Soros money in their pocket. #maga🇺🇸🇺🇸🇺🇸🇺🇸,not-offensive
11555,@user @user He IS 10x. REAL ONES know Kuniva. He'd rip anyone apart right NOW. Studio or street.,not-offensive
